## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
## Africa Sub-Saharan => Sub_Saharan_Africa
nationality,year_issued,visa_cat_broad,year,status_year_end,value
Sub_Saharan_Africa,2009,Dep_J_A,2019,Expired,357
Sub_Saharan_Africa,2009,Dep_J_A,2019,Valid visa,1455
Sub_Saharan_Africa,2009,Dep_J_A,2020,Expired,370
Sub_Saharan_Africa,2009,Dep_J_A,2020,Valid visa,1442
Sub_Saharan_Africa,2010,Dep_J_A,2010,Expired,10
Sub_Saharan_Africa,2010,Dep_J_A,2010,Valid visa,1808
Sub_Saharan_Africa,2010,Dep_J_A,2011,Expired,67
Sub_Saharan_Africa,2010,Dep_J_A,2011,Valid visa,1751
Sub_Saharan_Africa,2010,Dep_J_A,2012,Expired,157
Sub_Saharan_Africa,2010,Dep_J_A,2012,Valid visa,1661
Sub_Saharan_Africa,2010,Dep_J_A,2013,Expired,206
Sub_Saharan_Africa,2010,Dep_J_A,2013,Valid visa,1612
Sub_Saharan_Africa,2010,Dep_J_A,2014,Expired,232
Sub_Saharan_Africa,2010,Dep_J_A,2014,Valid visa,1586
Sub_Saharan_Africa,2010,Dep_J_A,2015,Expired,318
Sub_Saharan_Africa,2010,Dep_J_A,2015,Valid visa,1500
Sub_Saharan_Africa,2010,Dep_J_A,2016,Expired,321
Sub_Saharan_Africa,2010,Dep_J_A,2016,Valid visa,1497
Sub_Saharan_Africa,2010,Dep_J_A,2017,Expired,324
Sub_Saharan_Africa,2010,Dep_J_A,2017,Valid visa,1494
Sub_Saharan_Africa,2010,Dep_J_A,2018,Expired,325
Sub_Saharan_Africa,2010,Dep_J_A,2018,Valid visa,1493
Sub_Saharan_Africa,2010,Dep_J_A,2019,Expired,327
Sub_Saharan_Africa,2010,Dep_J_A,2019,Valid visa,1491
Sub_Saharan_Africa,2010,Dep_J_A,2020,Expired,339
Sub_Saharan_Africa,2010,Dep_J_A,2020,Valid visa,1479
Sub_Saharan_Africa,2011,Dep_J_A,2011,Expired,1
Sub_Saharan_Africa,2011,Dep_J_A,2011,Valid visa,1365
Sub_Saharan_Africa,2011,Dep_J_A,2012,Expired,29
Sub_Saharan_Africa,2011,Dep_J_A,2012,Valid visa,1337
Sub_Saharan_Africa,2011,Dep_J_A,2013,Expired,111
Sub_Saharan_Africa,2011,Dep_J_A,2013,Valid visa,1255
Sub_Saharan_Africa,2011,Dep_J_A,2014,Expired,144
Sub_Saharan_Africa,2011,Dep_J_A,2014,Valid visa,1222
Sub_Saharan_Africa,2011,Dep_J_A,2015,Expired,166
Sub_Saharan_Africa,2011,Dep_J_A,2015,Valid visa,1200
Sub_Saharan_Africa,2011,Dep_J_A,2016,Expired,258
Sub_Saharan_Africa,2011,Dep_J_A,2016,Valid visa,1108
Sub_Saharan_Africa,2011,Dep_J_A,2017,Expired,260
Sub_Saharan_Africa,2011,Dep_J_A,2017,Valid visa,1106
Sub_Saharan_Africa,2011,Dep_J_A,2018,Expired,262
Sub_Saharan_Africa,2011,Dep_J_A,2018,Valid visa,1104
Sub_Saharan_Africa,2011,Dep_J_A,2019,Expired,265
Sub_Saharan_Africa,2011,Dep_J_A,2019,Valid visa,1101
Sub_Saharan_Africa,2011,Dep_J_A,2020,Expired,284
Sub_Saharan_Africa,2011,Dep_J_A,2020,Valid visa,1082
Sub_Saharan_Africa,2012,Dep_J_A,2012,Expired,8
Sub_Saharan_Africa,2012,Dep_J_A,2012,Valid visa,1011
Sub_Saharan_Africa,2012,Dep_J_A,2013,Expired,38
Sub_Saharan_Africa,2012,Dep_J_A,2013,Valid visa,981
Sub_Saharan_Africa,2012,Dep_J_A,2014,Expired,99
Sub_Saharan_Africa,2012,Dep_J_A,2014,Valid visa,920
Sub_Saharan_Africa,2012,Dep_J_A,2015,Expired,120
Sub_Saharan_Africa,2012,Dep_J_A,2015,Valid visa,899
Sub_Saharan_Africa,2012,Dep_J_A,2016,Expired,131
Sub_Saharan_Africa,2012,Dep_J_A,2016,Valid visa,888
Sub_Saharan_Africa,2012,Dep_J_A,2017,Expired,173
Sub_Saharan_Africa,2012,Dep_J_A,2017,Valid visa,846
Sub_Saharan_Africa,2012,Dep_J_A,2018,Expired,177
Sub_Saharan_Africa,2012,Dep_J_A,2018,Valid visa,842
Sub_Saharan_Africa,2012,Dep_J_A,2019,Expired,181
Sub_Saharan_Africa,2012,Dep_J_A,2019,Valid visa,838
Sub_Saharan_Africa,2012,Dep_J_A,2020,Expired,204
Sub_Saharan_Africa,2012,Dep_J_A,2020,Valid visa,815
Sub_Saharan_Africa,2013,Dep_J_A,2013,Expired,2
Sub_Saharan_Africa,2013,Dep_J_A,2013,Valid visa,1029
Sub_Saharan_Africa,2013,Dep_J_A,2014,Expired,33
Sub_Saharan_Africa,2013,Dep_J_A,2014,Valid visa,998
