# Data collected in function IntegratedPopEvolution2()
# In arrays DEBUGinflow and DEBUGoutflow
# 
Year	Ethnicity	Age	Inflow	Outflow
3	0	88	215	15132
3	0	89	178	14708
3	0	90	416	15522
3	0	91	0	13041
3	0	92	0	12967
3	0	93	0	12431
3	0	94	0	9951
3	0	95	0	6242
3	0	96	0	4966
3	0	97	0	4768
3	0	98	0	3818
3	0	99	0	3172
3	0	100	0	2290
3	1	0	13	0
3	1	1	24	75
3	1	2	21	35
3	1	3	25	24
3	1	4	25	28
3	1	5	23	12
3	1	6	17	32
3	1	7	21	23
3	1	8	29	23
3	1	9	26	13
3	1	10	38	14
3	1	11	42	10
3	1	12	33	10
3	1	13	35	12
3	1	14	34	29
3	1	15	138	81
3	1	16	114	64
3	1	17	117	74
3	1	18	114	127
3	1	19	137	211
3	1	20	115	331
3	1	21	125	444
3	1	22	146	445
3	1	23	149	516
3	1	24	144	627
3	1	25	113	757
3	1	26	105	713
3	1	27	120	749
3	1	28	101	711
3	1	29	117	626
3	1	30	60	516
3	1	31	72	451
3	1	32	70	434
3	1	33	53	416
3	1	34	61	341
3	1	35	39	252
3	1	36	54	210
3	1	37	56	233
3	1	38	49	166
3	1	39	41	153
3	1	40	22	120
3	1	41	20	116
3	1	42	27	101
3	1	43	23	98
3	1	44	20	96
3	1	45	16	71
3	1	46	23	55
3	1	47	13	53
3	1	48	17	53
3	1	49	13	56
3	1	50	12	37
3	1	51	8	29
3	1	52	10	31
3	1	53	13	46
3	1	54	11	41
3	1	55	4	27
3	1	56	7	26
3	1	57	10	23
3	1	58	3	28
3	1	59	5	34
3	1	60	7	31
3	1	61	5	23
3	1	62	3	31
3	1	63	1	31
3	1	64	8	16
3	1	65	3	41
3	1	66	9	21
3	1	67	8	12
3	1	68	5	24
3	1	69	6	16
3	1	70	1	33
3	1	71	2	25
3	1	72	1	25
3	1	73	3	45
3	1	74	4	46
3	1	75	5	39
3	1	76	1	46
3	1	77	1	38
3	1	78	0	43
3	1	79	0	44
3	1	80	1	27
3	1	81	2	41
3	1	82	2	29
3	1	83	0	38
3	1	84	1	43
3	1	85	0	22
3	1	86	0	21
3	1	87	0	16
3	1	88	0	14
3	1	89	1	5
3	1	90	1	27
3	1	91	0	3
3	1	92	0	2
3	1	93	0	4
3	1	94	0	6
3	1	95	0	2
3	1	96	0	1
3	1	97	0	1
3	1	98	0	1
3	1	99	0	2
3	1	100	6	1
3	2	0	157	0
3	2	1	190	146
3	2	2	184	98
3	2	3	184	95
3	2	4	203	70
3	2	5	187	85
3	2	6	210	103
3	2	7	190	83
3	2	8	192	95
3	2	9	203	96
3	2	10	316	83
3	2	11	317	102
3	2	12	291	95
3	2	13	303	174
3	2	14	287	202
3	2	15	532	282
3	2	16	386	330
3	2	17	382	327
3	2	18	401	441
3	2	19	401	532
3	2	20	512	761
3	2	21	547	815
3	2	22	546	893
3	2	23	598	906
3	2	24	520	939
3	2	25	578	1069
3	2	26	686	1080
3	2	27	612	1089
3	2	28	617	1017
3	2	29	641	929
3	2	30	534	878
3	2	31	493	876
3	2	32	523	830
3	2	33	485	787
3	2	34	495	743
3	2	35	318	723
3	2	36	342	632
3	2	37	324	532
3	2	38	356	515
3	2	39	330	461
3	2	40	197	377
3	2	41	226	361
3	2	42	220	361
3	2	43	199	317
3	2	44	194	259
3	2	45	166	270
3	2	46	176	265
3	2	47	148	218
3	2	48	156	203
3	2	49	152	182
3	2	50	117	143
3	2	51	121	160
3	2	52	114	130
3	2	53	88	121
3	2	54	114	115
3	2	55	64	95
3	2	56	66	120
3	2	57	70	93
3	2	58	80	71
3	2	59	62	90
3	2	60	38	78
3	2	61	38	87
3	2	62	31	78
3	2	63	37	69
3	2	64	43	35
3	2	65	32	74
3	2	66	39	61
3	2	67	50	55
3	2	68	42	63
3	2	69	36	65
3	2	70	10	79
3	2	71	17	44
3	2	72	21	39
3	2	73	16	50
3	2	74	16	51
3	2	75	15	58
3	2	76	11	50
3	2	77	10	51
3	2	78	9	46
3	2	79	15	48
3	2	80	4	38
3	2	81	7	38
3	2	82	5	28
3	2	83	11	30
3	2	84	4	20
3	2	85	3	26
3	2	86	2	28
3	2	87	1	27
3	2	88	1	20
3	2	89	0	23
3	2	90	1	31
3	2	91	0	4
3	2	92	0	2
3	2	93	0	7
3	2	94	0	8
3	2	95	0	2
3	2	96	0	2
3	2	97	0	2
3	2	98	0	3
3	2	99	0	2
3	2	100	84	2
3	3	0	34	0
3	3	1	62	178
3	3	2	53	116
3	3	3	58	99
3	3	4	66	92
3	3	5	56	69
3	3	6	52	80
3	3	7	52	91
3	3	8	54	103
3	3	9	43	90
3	3	10	139	73
3	3	11	141	89
3	3	12	116	106
3	3	13	127	264
3	3	14	107	384
3	3	15	441	489
3	3	16	435	573
3	3	17	466	643
3	3	18	488	1236
3	3	19	570	1947
3	3	20	607	2413
3	3	21	628	2726
3	3	22	641	2782
3	3	23	655	2619
3	3	24	601	2424
3	3	25	323	2389
3	3	26	402	2237
3	3	27	381	2284
3	3	28	372	1668
3	3	29	405	1259
3	3	30	251	1059
3	3	31	306	725
3	3	32	311	697
3	3	33	268	599
3	3	34	276	477
3	3	35	182	439
3	3	36	194	414
3	3	37	187	382
3	3	38	203	370
3	3	39	200	347
3	3	40	125	228
3	3	41	128	258
3	3	42	110	245
3	3	43	117	204
3	3	44	111	242
3	3	45	88	193
3	3	46	75	158
3	3	47	73	137
3	3	48	72	132
3	3	49	63	113
3	3	50	34	125
3	3	51	41	109
3	3	52	42	102
3	3	53	51	91
3	3	54	41	107
3	3	55	22	67
3	3	56	20	91
3	3	57	33	69
3	3	58	25	52
3	3	59	21	77
3	3	60	15	69
3	3	61	24	84
3	3	62	11	69
3	3	63	18	83
3	3	64	25	48
3	3	65	9	84
3	3	66	9	95
3	3	67	18	49
3	3	68	16	51
3	3	69	9	49
3	3	70	6	68
3	3	71	11	55
3	3	72	12	51
3	3	73	6	49
3	3	74	7	44
3	3	75	6	55
3	3	76	4	39
3	3	77	5	41
3	3	78	6	67
3	3	79	3	32
3	3	80	5	56
3	3	81	1	46
3	3	82	6	47
3	3	83	5	56
3	3	84	0	47
3	3	85	4	44
3	3	86	1	34
3	3	87	1	48
3	3	88	0	42
3	3	89	1	29
3	3	90	2	74
3	3	91	0	11
3	3	92	0	9
3	3	93	0	11
3	3	94	0	10
3	3	95	0	4
3	3	96	0	7
3	3	97	0	7
3	3	98	0	3
3	3	99	0	2
3	3	100	23	5
3	4	0	123	0
3	4	1	151	180
3	4	2	170	101
3	4	3	147	124
3	4	4	146	88
3	4	5	88	71
3	4	6	100	96
3	4	7	95	73
3	4	8	84	80
3	4	9	99	60
3	4	10	102	49
3	4	11	87	42
3	4	12	96	45
3	4	13	85	122
3	4	14	107	202
3	4	15	316	310
3	4	16	257	330
3	4	17	232	368
3	4	18	275	814
3	4	19	283	1287
3	4	20	1263	1861
3	4	21	1266	2067
3	4	22	1313	2238
3	4	23	1393	2597
3	4	24	1324	2969
3	4	25	2803	3371
3	4	26	2907	3539
3	4	27	2856	3640
3	4	28	2830	3518
3	4	29	2802	3097
3	4	30	3219	2700
3	4	31	3264	2627
3	4	32	3218	2566
3	4	33	3078	2453
3	4	34	3142	2270
3	4	35	2018	2023
3	4	36	1926	1985
3	4	37	1926	1882
3	4	38	1871	1620
3	4	39	1893	1411
3	4	40	666	1251
3	4	41	667	1171
3	4	42	671	1078
3	4	43	661	846
3	4	44	633	646
3	4	45	197	597
3	4	46	218	506
3	4	47	215	407
3	4	48	206	337
3	4	49	219	262
3	4	50	90	236
3	4	51	118	214
3	4	52	118	160
3	4	53	113	206
3	4	54	102	192
3	4	55	77	135
3	4	56	87	155
3	4	57	77	142
3	4	58	91	145
3	4	59	88	151
3	4	60	30	172
3	4	61	37	152
3	4	62	31	175
3	4	63	13	143
3	4	64	37	140
3	4	65	45	163
3	4	66	49	168
3	4	67	60	104
3	4	68	54	143
3	4	69	41	140
3	4	70	15	175
3	4	71	33	175
3	4	72	28	149
3	4	73	32	134
3	4	74	25	193
3	4	75	17	165
3	4	76	19	178
3	4	77	21	201
3	4	78	15	212
3	4	79	9	184
3	4	80	5	197
3	4	81	18	208
3	4	82	10	181
3	4	83	15	213
3	4	84	4	188
3	4	85	5	178
3	4	86	3	141
3	4	87	4	147
3	4	88	2	123
3	4	89	2	149
3	4	90	9	203
3	4	91	0	57
3	4	92	0	68
3	4	93	0	77
3	4	94	0	50
3	4	95	0	38
3	4	96	0	26
3	4	97	0	26
3	4	98	0	14
3	4	99	0	17
3	4	100	77	15
3	5	0	72	0
3	5	1	84	168
3	5	2	96	78
3	5	3	103	74
3	5	4	109	50
3	5	5	78	45
3	5	6	85	68
3	5	7	86	54
3	5	8	82	56
3	5	9	91	57
3	5	10	138	42
3	5	11	104	34
3	5	12	118	46
3	5	13	121	97
3	5	14	137	122
3	5	15	365	131
3	5	16	275	157
3	5	17	280	198
3	5	18	285	544
3	5	19	333	674
3	5	20	501	922
3	5	21	477	1053
3	5	22	541	1063
3	5	23	500	1317
3	5	24	526	1539
3	5	25	570	1641
3	5	26	603	1801
3	5	27	576	1712
3	5	28	541	1403
3	5	29	565	1212
3	5	30	348	1216
3	5	31	363	1126
3	5	32	351	992
3	5	33	332	722
3	5	34	330	619
3	5	35	170	579
3	5	36	174	512
3	5	37	184	474
3	5	38	145	349
3	5	39	158	314
3	5	40	74	260
3	5	41	114	242
3	5	42	102	245
3	5	43	87	226
3	5	44	89	193
3	5	45	62	165
3	5	46	71	149
3	5	47	65	131
3	5	48	52	133
3	5	49	54	100
3	5	50	36	105
3	5	51	56	99
3	5	52	36	82
3	5	53	37	116
3	5	54	47	109
3	5	55	32	76
3	5	56	30	89
3	5	57	33	109
3	5	58	36	73
3	5	59	20	82
3	5	60	28	95
3	5	61	19	120
3	5	62	17	89
3	5	63	14	106
3	5	64	29	63
3	5	65	9	87
3	5	66	25	74
3	5	67	28	65
3	5	68	21	43
3	5	69	20	62
3	5	70	10	85
3	5	71	12	90
3	5	72	14	90
3	5	73	11	83
3	5	74	10	102
3	5	75	13	115
3	5	76	9	110
3	5	77	7	120
3	5	78	2	114
3	5	79	7	95
3	5	80	4	103
3	5	81	3	91
3	5	82	7	108
3	5	83	4	92
3	5	84	4	88
3	5	85	3	71
3	5	86	1	73
3	5	87	2	65
3	5	88	1	58
3	5	89	3	42
3	5	90	1	88
3	5	91	0	19
3	5	92	0	25
3	5	93	0	29
3	5	94	0	12
3	5	95	0	11
3	5	96	0	13
3	5	97	0	8
3	5	98	0	5
3	5	99	0	3
3	5	100	39	4
4	0	0	0	0
4	0	1	4270	3451
4	0	2	2186	2067
4	0	3	1989	1258
4	0	4	2152	961
4	0	5	1490	611
4	0	6	901	1098
4	0	7	842	1111
4	0	8	817	912
4	0	9	887	760
4	0	10	1192	482
4	0	11	1251	432
4	0	12	1299	381
4	0	13	1395	351
4	0	14	1358	362
4	0	15	3154	473
4	0	16	4131	560
4	0	17	5204	655
4	0	18	7380	1305
4	0	19	11539	2102
4	0	20	13968	5672
4	0	21	16620	7439
4	0	22	19482	8938
4	0	23	18733	8674
4	0	24	17880	8923
4	0	25	16327	10154
4	0	26	15704	9669
4	0	27	14697	8672
4	0	28	14459	7352
4	0	29	13505	6266
4	0	30	9459	6079
4	0	31	8547	5072
4	0	32	7758	4498
4	0	33	6652	4628
4	0	34	6266	4147
4	0	35	5492	4398
4	0	36	5007	4131
4	0	37	4713	3744
4	0	38	4678	3749
4	0	39	3926	3547
4	0	40	2885	2854
4	0	41	2334	3318
4	0	42	2195	3112
4	0	43	1955	3276
4	0	44	1609	3259
4	0	45	2045	2850
4	0	46	1840	2758
4	0	47	2003	2720
4	0	48	1874	2778
4	0	49	1787	2714
4	0	50	2214	2899
4	0	51	2146	2830
4	0	52	2343	2803
4	0	53	1984	3229
4	0	54	2054	3479
4	0	55	1520	3130
4	0	56	1356	3409
4	0	57	1332	3406
4	0	58	1288	3251
4	0	59	1018	3639
4	0	60	972	3784
4	0	61	920	4337
4	0	62	807	4522
4	0	63	628	4864
4	0	64	1736	4460
4	0	65	890	5963
4	0	66	684	6341
4	0	67	1318	7179
4	0	68	780	8187
4	0	69	809	7792
4	0	70	558	9228
4	0	71	605	8588
4	0	72	544	8376
4	0	73	619	7842
4	0	74	550	8277
4	0	75	437	9338
4	0	76	498	10308
4	0	77	391	10964
4	0	78	350	11633
4	0	79	348	11828
4	0	80	234	12956
4	0	81	263	13016
4	0	82	225	13701
4	0	83	236	14634
4	0	84	220	15399
4	0	85	244	15135
4	0	86	199	15072
4	0	87	234	14899
4	0	88	226	15095
4	0	89	195	14751
4	0	90	424	15333
4	0	91	0	12993
4	0	92	0	12571
4	0	93	0	12227
4	0	94	0	11401
4	0	95	0	8959
4	0	96	0	5505
4	0	97	0	4273
4	0	98	0	3991
4	0	99	0	3126
4	0	100	0	2431
4	1	0	15	0
4	1	1	27	82
4	1	2	33	25
4	1	3	35	24
4	1	4	29	12
4	1	5	19	19
4	1	6	21	22
4	1	7	26	24
4	1	8	17	20
4	1	9	18	20
4	1	10	50	9
4	1	11	56	4
4	1	12	39	5
4	1	13	37	9
4	1	14	42	25
4	1	15	133	40
4	1	16	127	71
4	1	17	119	74
4	1	18	111	82
4	1	19	140	139
4	1	20	129	216
4	1	21	141	325
4	1	22	147	409
4	1	23	134	412
4	1	24	134	435
4	1	25	106	583
4	1	26	93	613
4	1	27	109	666
4	1	28	111	614
4	1	29	81	553
4	1	30	65	511
4	1	31	51	384
4	1	32	71	408
4	1	33	71	349
4	1	34	77	328
4	1	35	29	291
4	1	36	47	198
4	1	37	51	189
4	1	38	46	171
4	1	39	28	126
4	1	40	19	114
4	1	41	23	100
4	1	42	31	91
4	1	43	25	101
4	1	44	15	108
4	1	45	24	78
4	1	46	12	71
4	1	47	14	58
4	1	48	14	67
4	1	49	23	55
4	1	50	13	60
4	1	51	10	31
4	1	52	2	39
4	1	53	15	45
4	1	54	10	43
4	1	55	9	30
4	1	56	9	32
4	1	57	4	27
4	1	58	9	19
4	1	59	9	34
4	1	60	5	19
4	1	61	8	25
4	1	62	1	34
4	1	63	3	31
4	1	64	2	20
4	1	65	5	26
4	1	66	4	17
4	1	67	10	23
4	1	68	8	16
4	1	69	6	28
4	1	70	2	39
4	1	71	2	20
4	1	72	3	28
4	1	73	4	29
4	1	74	0	44
4	1	75	3	52
4	1	76	2	41
4	1	77	2	40
4	1	78	1	49
4	1	79	0	48
4	1	80	1	32
4	1	81	2	35
4	1	82	1	39
4	1	83	0	31
4	1	84	1	28
4	1	85	0	27
4	1	86	0	11
4	1	87	0	15
4	1	88	0	19
4	1	89	0	9
4	1	90	1	33
4	1	91	0	2
4	1	92	0	3
4	1	93	0	2
4	1	94	0	4
4	1	95	0	0
4	1	96	0	3
4	1	97	0	2
4	1	98	0	1
4	1	99	0	1
4	1	100	12	0
4	2	0	129	0
4	2	1	170	130
4	2	2	194	48
4	2	3	177	88
4	2	4	185	89
4	2	5	204	92
4	2	6	212	126
4	2	7	194	107
4	2	8	189	90
4	2	9	186	112
4	2	10	301	87
4	2	11	308	98
4	2	12	275	113
4	2	13	308	117
4	2	14	307	185
4	2	15	530	231
4	2	16	308	274
4	2	17	335	291
4	2	18	339	363
4	2	19	370	459
4	2	20	555	637
4	2	21	517	773
4	2	22	535	792
4	2	23	562	826
4	2	24	529	872
4	2	25	581	976
4	2	26	621	950
4	2	27	615	869
4	2	28	604	868
4	2	29	578	757
4	2	30	484	796
4	2	31	534	770
4	2	32	469	775
4	2	33	437	713
4	2	34	434	636
4	2	35	303	598
4	2	36	316	592
4	2	37	363	536
4	2	38	361	473
4	2	39	337	429
4	2	40	207	391
4	2	41	222	337
4	2	42	194	296
4	2	43	222	272
4	2	44	188	269
4	2	45	167	241
4	2	46	133	192
4	2	47	154	196
4	2	48	142	171
4	2	49	146	159
4	2	50	93	147
4	2	51	105	164
4	2	52	114	131
4	2	53	96	115
4	2	54	107	128
4	2	55	68	101
4	2	56	71	86
4	2	57	77	94
4	2	58	82	80
4	2	59	59	71
4	2	60	52	72
4	2	61	41	82
4	2	62	48	79
4	2	63	40	83
4	2	64	46	44
4	2	65	45	73
4	2	66	40	60
4	2	67	51	52
4	2	68	41	56
4	2	69	33	58
4	2	70	10	67
4	2	71	16	59
4	2	72	11	54
4	2	73	17	49
4	2	74	11	61
4	2	75	14	64
4	2	76	12	46
4	2	77	13	37
4	2	78	13	55
4	2	79	7	36
4	2	80	7	45
4	2	81	7	47
4	2	82	5	46
4	2	83	3	33
4	2	84	5	24
4	2	85	4	24
4	2	86	3	25
4	2	87	1	23
4	2	88	5	19
4	2	89	0	21
4	2	90	1	37
4	2	91	0	7
4	2	92	0	5
4	2	93	0	3
4	2	94	0	6
4	2	95	0	3
4	2	96	0	4
4	2	97	0	3
4	2	98	0	4
4	2	99	0	2
4	2	100	70	1
4	3	0	34	0
4	3	1	72	170
4	3	2	64	132
4	3	3	53	85
4	3	4	64	82
4	3	5	62	51
4	3	6	47	92
4	3	7	60	97
4	3	8	50	100
4	3	9	63	92
4	3	10	181	70
4	3	11	180	91
4	3	12	159	89
4	3	13	172	106
4	3	14	193	254
4	3	15	659	384
4	3	16	655	455
4	3	17	654	525
4	3	18	725	570
4	3	19	751	1283
4	3	20	771	1832
4	3	21	732	2113
4	3	22	798	2291
4	3	23	809	2278
4	3	24	734	2003
4	3	25	321	2074
4	3	26	429	1981
4	3	27	401	2064
4	3	28	348	1762
4	3	29	366	1335
4	3	30	263	991
4	3	31	278	778
4	3	32	300	676
4	3	33	286	633
4	3	34	271	509
4	3	35	180	458
4	3	36	171	365
4	3	37	185	347
4	3	38	151	309
4	3	39	171	293
4	3	40	118	237
4	3	41	114	254
4	3	42	118	236
4	3	43	126	195
4	3	44	101	244
4	3	45	68	177
4	3	46	75	155
4	3	47	86	155
4	3	48	79	148
4	3	49	63	75
4	3	50	40	134
4	3	51	44	107
4	3	52	55	113
4	3	53	47	89
4	3	54	45	100
4	3	55	23	72
4	3	56	23	90
4	3	57	27	79
4	3	58	25	52
4	3	59	25	78
4	3	60	10	88
4	3	61	13	61
4	3	62	21	59
4	3	63	9	75
4	3	64	22	52
4	3	65	9	106
4	3	66	16	93
4	3	67	24	54
4	3	68	11	65
4	3	69	17	49
4	3	70	4	76
4	3	71	9	48
4	3	72	8	56
4	3	73	14	31
4	3	74	6	52
4	3	75	12	52
4	3	76	6	53
4	3	77	7	49
4	3	78	5	50
4	3	79	3	50
4	3	80	2	46
4	3	81	3	43
4	3	82	7	44
4	3	83	1	38
4	3	84	2	45
4	3	85	1	45
4	3	86	0	38
4	3	87	0	31
4	3	88	2	29
4	3	89	1	32
4	3	90	1	82
4	3	91	0	8
4	3	92	0	9
4	3	93	0	11
4	3	94	0	7
4	3	95	0	11
4	3	96	0	5
4	3	97	0	6
4	3	98	0	5
4	3	99	0	1
4	3	100	24	1
4	4	0	130	0
4	4	1	164	195
4	4	2	152	111
4	4	3	171	65
4	4	4	154	89
4	4	5	87	79
4	4	6	127	101
4	4	7	102	93
4	4	8	102	79
4	4	9	108	63
4	4	10	95	54
4	4	11	89	48
4	4	12	100	41
4	4	13	98	32
4	4	14	99	103
4	4	15	334	192
4	4	16	264	214
4	4	17	249	231
4	4	18	242	302
4	4	19	318	713
4	4	20	1300	1075
4	4	21	1293	1427
4	4	22	1287	1592
4	4	23	1280	1667
4	4	24	1344	1907
4	4	25	2624	2176
4	4	26	2842	2421
4	4	27	2754	2527
4	4	28	2879	2627
4	4	29	2827	2406
4	4	30	3143	2163
4	4	31	3145	2001
4	4	32	3199	1845
4	4	33	3091	1883
4	4	34	3190	1727
4	4	35	1923	1668
4	4	36	1938	1457
4	4	37	1816	1404
4	4	38	1930	1336
4	4	39	1880	1107
4	4	40	663	957
4	4	41	687	880
4	4	42	670	828
4	4	43	684	730
4	4	44	646	614
4	4	45	183	462
4	4	46	200	377
4	4	47	204	348
4	4	48	205	314
4	4	49	194	223
4	4	50	105	205
4	4	51	100	179
4	4	52	95	160
4	4	53	93	184
4	4	54	120	181
4	4	55	95	133
4	4	56	100	138
4	4	57	94	147
4	4	58	101	118
4	4	59	86	168
4	4	60	44	153
4	4	61	26	147
4	4	62	26	166
4	4	63	21	168
4	4	64	44	137
4	4	65	42	162
4	4	66	43	178
4	4	67	65	150
4	4	68	50	147
4	4	69	61	155
4	4	70	41	193
4	4	71	40	161
4	4	72	35	148
4	4	73	26	158
4	4	74	39	190
4	4	75	29	213
4	4	76	22	179
4	4	77	19	226
4	4	78	24	168
4	4	79	11	213
4	4	80	19	192
4	4	81	20	208
4	4	82	12	192
4	4	83	12	208
4	4	84	8	179
4	4	85	5	200
4	4	86	6	169
4	4	87	4	144
4	4	88	2	134
4	4	89	4	133
4	4	90	7	185
4	4	91	0	84
4	4	92	0	85
4	4	93	0	63
4	4	94	0	70
4	4	95	0	59
4	4	96	0	33
4	4	97	0	33
4	4	98	0	30
4	4	99	0	13
4	4	100	81	13
4	5	0	67	0
4	5	1	96	141
4	5	2	102	93
4	5	3	99	72
4	5	4	90	70
4	5	5	86	45
4	5	6	93	71
4	5	7	66	68
4	5	8	86	62
4	5	9	91	67
4	5	10	135	30
4	5	11	133	42
4	5	12	118	51
4	5	13	108	57
4	5	14	123	86
4	5	15	330	138
4	5	16	278	144
4	5	17	274	183
4	5	18	261	246
4	5	19	298	487
4	5	20	478	778
4	5	21	439	844
4	5	22	479	891
4	5	23	441	934
4	5	24	433	1176
4	5	25	488	1369
4	5	26	493	1415
4	5	27	531	1452
4	5	28	538	1311
4	5	29	490	1099
4	5	30	296	1030
4	5	31	317	913
4	5	32	293	878
4	5	33	299	799
4	5	34	332	576
4	5	35	172	526
4	5	36	173	457
4	5	37	162	421
4	5	38	149	381
4	5	39	151	267
4	5	40	63	245
4	5	41	84	227
4	5	42	106	234
4	5	43	96	220
4	5	44	88	203
4	5	45	50	148
4	5	46	66	155
4	5	47	59	128
4	5	48	51	119
4	5	49	60	109
4	5	50	36	94
4	5	51	48	108
4	5	52	43	86
4	5	53	33	105
4	5	54	41	114
4	5	55	40	99
4	5	56	39	81
4	5	57	36	88
4	5	58	26	91
4	5	59	24	99
4	5	60	26	87
4	5	61	31	94
4	5	62	14	92
4	5	63	18	100
4	5	64	30	75
4	5	65	18	102
4	5	66	33	76
4	5	67	47	54
4	5	68	22	68
4	5	69	19	59
4	5	70	10	92
4	5	71	17	51
4	5	72	21	99
4	5	73	15	81
4	5	74	8	110
4	5	75	15	123
4	5	76	10	99
4	5	77	10	112
4	5	78	8	131
4	5	79	10	114
4	5	80	11	123
4	5	81	9	109
4	5	82	3	95
4	5	83	3	92
4	5	84	0	114
4	5	85	9	97
4	5	86	1	63
4	5	87	1	69
4	5	88	3	72
4	5	89	1	62
4	5	90	0	110
4	5	91	0	14
4	5	92	0	26
4	5	93	0	21
4	5	94	0	21
4	5	95	0	17
4	5	96	0	15
4	5	97	0	12
4	5	98	0	5
4	5	99	0	3
4	5	100	43	6
5	0	0	0	0
5	0	1	4377	3443
5	0	2	1882	2187
5	0	3	1780	1270
5	0	4	1928	904
5	0	5	1384	691
5	0	6	748	1125
5	0	7	714	1144
5	0	8	705	979
5	0	9	780	756
5	0	10	1066	509
5	0	11	1059	407
5	0	12	1181	370
5	0	13	1211	370
5	0	14	1274	333
5	0	15	2875	425
5	0	16	3561	542
5	0	17	4628	670
5	0	18	6495	1278
5	0	19	10055	2187
5	0	20	12256	5698
5	0	21	14966	7584
5	0	22	17238	9078
5	0	23	16588	8621
5	0	24	16322	8913
5	0	25	14781	10287
5	0	26	14188	9422
5	0	27	12856	8860
5	0	28	13071	7429
5	0	29	12034	6151
5	0	30	8418	6185
5	0	31	7683	5011
5	0	32	6874	4573
5	0	33	6078	4473
5	0	34	5679	4199
5	0	35	4806	4363
5	0	36	4488	4013
5	0	37	4288	3827
5	0	38	4027	3606
5	0	39	3541	3534
5	0	40	2533	2917
5	0	41	2052	3127
5	0	42	1996	3117
5	0	43	1644	3221
5	0	44	1464	3285
5	0	45	1855	2944
5	0	46	1729	2633
5	0	47	1716	2571
5	0	48	1618	2745
5	0	49	1622	2650
5	0	50	1945	2817
5	0	51	2009	2916
5	0	52	2002	2919
5	0	53	1762	3374
5	0	54	1891	3514
5	0	55	1354	3240
5	0	56	1167	3420
5	0	57	1150	3519
5	0	58	1154	3319
5	0	59	914	3639
5	0	60	902	3607
5	0	61	754	4020
5	0	62	752	4530
5	0	63	595	4746
5	0	64	1516	4208
5	0	65	826	5706
5	0	66	623	6109
5	0	67	1109	6470
5	0	68	680	8139
5	0	69	697	9467
5	0	70	442	8439
5	0	71	530	8954
5	0	72	524	8427
5	0	73	563	8526
5	0	74	498	8202
5	0	75	330	8747
5	0	76	394	9956
5	0	77	322	10823
5	0	78	295	11348
5	0	79	336	11927
5	0	80	240	12881
5	0	81	269	13250
5	0	82	213	13205
5	0	83	239	14003
5	0	84	183	14851
5	0	85	202	15219
5	0	86	161	15279
5	0	87	218	14886
5	0	88	225	14577
5	0	89	175	14721
5	0	90	341	15435
5	0	91	0	12840
5	0	92	0	12542
5	0	93	0	11817
5	0	94	0	11200
5	0	95	0	10120
5	0	96	0	7844
5	0	97	0	4775
5	0	98	0	3637
5	0	99	0	3222
5	0	100	0	2433
5	1	0	17	0
5	1	1	21	86
5	1	2	17	33
5	1	3	25	23
5	1	4	24	22
5	1	5	16	16
5	1	6	23	23
5	1	7	26	22
5	1	8	18	22
5	1	9	15	21
5	1	10	41	8
5	1	11	29	9
5	1	12	40	6
5	1	13	36	12
5	1	14	32	9
5	1	15	109	24
5	1	16	111	29
5	1	17	107	55
5	1	18	94	59
5	1	19	108	90
5	1	20	122	158
5	1	21	114	236
5	1	22	125	283
5	1	23	115	286
5	1	24	118	307
5	1	25	79	356
5	1	26	96	356
5	1	27	103	446
5	1	28	92	464
5	1	29	92	418
5	1	30	45	423
5	1	31	68	328
5	1	32	72	275
5	1	33	64	275
5	1	34	54	220
5	1	35	33	237
5	1	36	34	214
5	1	37	40	154
5	1	38	44	151
5	1	39	25	139
5	1	40	20	103
5	1	41	24	91
5	1	42	18	76
5	1	43	23	90
5	1	44	21	100
5	1	45	13	70
5	1	46	9	44
5	1	47	14	49
5	1	48	13	59
5	1	49	17	43
5	1	50	6	41
5	1	51	13	30
5	1	52	6	34
5	1	53	11	32
5	1	54	9	36
5	1	55	8	35
5	1	56	6	30
5	1	57	8	39
5	1	58	3	37
5	1	59	6	38
5	1	60	5	35
5	1	61	7	28
5	1	62	1	31
5	1	63	4	39
5	1	64	3	24
5	1	65	3	32
5	1	66	6	23
5	1	67	8	12
5	1	68	7	32
5	1	69	10	18
5	1	70	1	26
5	1	71	2	24
5	1	72	2	21
5	1	73	0	28
5	1	74	3	29
5	1	75	3	48
5	1	76	2	32
5	1	77	1	53
5	1	78	2	42
5	1	79	2	51
5	1	80	0	48
5	1	81	4	47
5	1	82	1	28
5	1	83	1	42
5	1	84	0	43
5	1	85	0	31
5	1	86	0	28
5	1	87	1	22
5	1	88	0	17
5	1	89	0	18
5	1	90	0	29
5	1	91	0	7
5	1	92	0	2
5	1	93	0	3
5	1	94	0	1
5	1	95	0	4
5	1	96	0	1
5	1	97	0	1
5	1	98	0	0
5	1	99	0	0
5	1	100	11	0
5	2	0	140	0
5	2	1	204	161
5	2	2	201	61
5	2	3	181	84
5	2	4	215	96
5	2	5	185	86
5	2	6	189	113
5	2	7	200	115
5	2	8	185	98
5	2	9	219	108
5	2	10	319	105
5	2	11	296	98
5	2	12	275	111
5	2	13	292	121
5	2	14	297	139
5	2	15	509	178
5	2	16	339	218
5	2	17	354	245
5	2	18	421	336
5	2	19	399	322
5	2	20	587	540
5	2	21	536	636
5	2	22	589	612
