# Immigration data for 2011. 
Ethnicity	EthnicityIndex	Sex	ROB	Age	Value
Bangladesh	1	1	1	57	1.54838039
Bangladesh	1	1	1	58	1.564315189
Bangladesh	1	1	1	59	0.889266643
Bangladesh	1	1	1	60	1.174810516
Bangladesh	1	1	1	61	0.656502976
Bangladesh	1	1	1	62	0.689029656
Bangladesh	1	1	1	63	1.359999809
Bangladesh	1	1	1	64	3.374796023
Bangladesh	1	1	1	65	2.791893989
Bangladesh	1	1	1	66	4.407405974
Bangladesh	1	1	1	67	3.52022715
Bangladesh	1	1	1	68	3.156584605
Bangladesh	1	1	1	69	0.609644971
Bangladesh	1	1	1	70	0.833416583
Bangladesh	1	1	1	71	1.305593981
Bangladesh	1	1	1	72	1.137964824
Bangladesh	1	1	1	73	0.708225216
Bangladesh	1	1	1	74	0.82572318
Bangladesh	1	1	1	75	0.704310538
Bangladesh	1	1	1	76	0.835614389
Bangladesh	1	1	1	77	0.577360883
Bangladesh	1	1	1	78	0.793734766
Bangladesh	1	1	1	79	0.480371744
Bangladesh	1	1	1	80	0.864199388
Bangladesh	1	1	1	81	0.488649832
Bangladesh	1	1	1	82	0.281027332
Bangladesh	1	1	1	83	0.205338556
Bangladesh	1	1	1	84	0.270465925
Bangladesh	1	1	1	85	0.16660171
Bangladesh	1	1	1	86	0.264565366
Bangladesh	1	1	1	87	0.174602375
Bangladesh	1	1	1	88	0.165628916
Bangladesh	1	1	1	89	0.42670652
Bangladesh	1	1	1	90	0
Bangladesh	1	1	1	91	0
Bangladesh	1	1	1	92	0
Bangladesh	1	1	1	93	0
Bangladesh	1	1	1	94	0
Bangladesh	1	1	1	95	0
Bangladesh	1	1	1	96	0
Bangladesh	1	1	1	97	0
Bangladesh	1	1	1	98	0
Bangladesh	1	1	1	99	0
Bangladesh	1	1	1	100	0
Sub_Saharan_Africa	2	0	0	0	90.64616794
Sub_Saharan_Africa	2	0	0	1	99.07967171
Sub_Saharan_Africa	2	0	0	2	105.9068603
Sub_Saharan_Africa	2	0	0	3	109.0463674
Sub_Saharan_Africa	2	0	0	4	89.28081595
Sub_Saharan_Africa	2	0	0	5	42.63205856
Sub_Saharan_Africa	2	0	0	6	36.81351231
Sub_Saharan_Africa	2	0	0	7	43.28178458
Sub_Saharan_Africa	2	0	0	8	46.39312693
Sub_Saharan_Africa	2	0	0	9	78.28583681
Sub_Saharan_Africa	2	0	0	10	81.57511374
Sub_Saharan_Africa	2	0	0	11	79.4943576
Sub_Saharan_Africa	2	0	0	12	80.96859823
Sub_Saharan_Africa	2	0	0	13	82.58915231
Sub_Saharan_Africa	2	0	0	14	159.9723634
Sub_Saharan_Africa	2	0	0	15	109.4544201
Sub_Saharan_Africa	2	0	0	16	125.308214
Sub_Saharan_Africa	2	0	0	17	183.3586603
Sub_Saharan_Africa	2	0	0	18	288.0306412
Sub_Saharan_Africa	2	0	0	19	428.2089043
Sub_Saharan_Africa	2	0	0	20	533.3545776
Sub_Saharan_Africa	2	0	0	21	610.2599423
Sub_Saharan_Africa	2	0	0	22	625.8434311
Sub_Saharan_Africa	2	0	0	23	593.9929175
Sub_Saharan_Africa	2	0	0	24	626.939702
Sub_Saharan_Africa	2	0	0	25	548.1597842
Sub_Saharan_Africa	2	0	0	26	505.9890252
Sub_Saharan_Africa	2	0	0	27	490.1002523
Sub_Saharan_Africa	2	0	0	28	460.1805133
Sub_Saharan_Africa	2	0	0	29	292.301872
Sub_Saharan_Africa	2	0	0	30	257.4887636
Sub_Saharan_Africa	2	0	0	31	242.3360251
Sub_Saharan_Africa	2	0	0	32	215.5076381
Sub_Saharan_Africa	2	0	0	33	207.4083918
Sub_Saharan_Africa	2	0	0	34	196.6026499
Sub_Saharan_Africa	2	0	0	35	160.4266953
Sub_Saharan_Africa	2	0	0	36	154.9757516
Sub_Saharan_Africa	2	0	0	37	140.143348
Sub_Saharan_Africa	2	0	0	38	131.4544478
Sub_Saharan_Africa	2	0	0	39	58.07251044
Sub_Saharan_Africa	2	0	0	40	36.755437
Sub_Saharan_Africa	2	0	0	41	32.90106261
Sub_Saharan_Africa	2	0	0	42	26.23246026
Sub_Saharan_Africa	2	0	0	43	24.18654759
Sub_Saharan_Africa	2	0	0	44	54.50493706
Sub_Saharan_Africa	2	0	0	45	50.70205485
Sub_Saharan_Africa	2	0	0	46	51.9290488
Sub_Saharan_Africa	2	0	0	47	48.14291538
Sub_Saharan_Africa	2	0	0	48	47.36074278
Sub_Saharan_Africa	2	0	0	49	23.61461327
Sub_Saharan_Africa	2	0	0	50	19.84233297
Sub_Saharan_Africa	2	0	0	51	17.3605311
Sub_Saharan_Africa	2	0	0	52	17.09871976
Sub_Saharan_Africa	2	0	0	53	18.06371289
Sub_Saharan_Africa	2	0	0	54	15.35227428
Sub_Saharan_Africa	2	0	0	55	11.5874071
Sub_Saharan_Africa	2	0	0	56	10.34242901
Sub_Saharan_Africa	2	0	0	57	10.91228715
Sub_Saharan_Africa	2	0	0	58	8.475701533
Sub_Saharan_Africa	2	0	0	59	9.416075906
Sub_Saharan_Africa	2	0	0	60	8.143873051
Sub_Saharan_Africa	2	0	0	61	6.66910748
Sub_Saharan_Africa	2	0	0	62	6.545388543
Sub_Saharan_Africa	2	0	0	63	10.23872172
Sub_Saharan_Africa	2	0	0	64	5.258763056
Sub_Saharan_Africa	2	0	0	65	2.871794997
Sub_Saharan_Africa	2	0	0	66	4.228645886
Sub_Saharan_Africa	2	0	0	67	2.717120236
Sub_Saharan_Africa	2	0	0	68	3.449493196
Sub_Saharan_Africa	2	0	0	69	1.195079554
Sub_Saharan_Africa	2	0	0	70	1.514397603
Sub_Saharan_Africa	2	0	0	71	1.211107094
Sub_Saharan_Africa	2	0	0	72	1.377907513
Sub_Saharan_Africa	2	0	0	73	1.1196268
Sub_Saharan_Africa	2	0	0	74	0.760956854
Sub_Saharan_Africa	2	0	0	75	1.336407122
Sub_Saharan_Africa	2	0	0	76	1.399500436
Sub_Saharan_Africa	2	0	0	77	1.147486067
Sub_Saharan_Africa	2	0	0	78	1.466249844
Sub_Saharan_Africa	2	0	0	79	0.929702075
Sub_Saharan_Africa	2	0	0	80	0.518469527
Sub_Saharan_Africa	2	0	0	81	0.449074797
Sub_Saharan_Africa	2	0	0	82	0.451733845
Sub_Saharan_Africa	2	0	0	83	0.256555475
Sub_Saharan_Africa	2	0	0	84	0.397477426
Sub_Saharan_Africa	2	0	0	85	1.238935884
Sub_Saharan_Africa	2	0	0	86	1.678752113
Sub_Saharan_Africa	2	0	0	87	1.460114481
Sub_Saharan_Africa	2	0	0	88	1.112602296
Sub_Saharan_Africa	2	0	0	89	0.955272282
Sub_Saharan_Africa	2	0	0	90	0
Sub_Saharan_Africa	2	0	0	91	0
Sub_Saharan_Africa	2	0	0	92	0
Sub_Saharan_Africa	2	0	0	93	0
Sub_Saharan_Africa	2	0	0	94	0
Sub_Saharan_Africa	2	0	0	95	0
Sub_Saharan_Africa	2	0	0	96	0
Sub_Saharan_Africa	2	0	0	97	0
Sub_Saharan_Africa	2	0	0	98	0
Sub_Saharan_Africa	2	0	0	99	0
Sub_Saharan_Africa	2	0	0	100	0
Sub_Saharan_Africa	2	1	0	0	123.4914914
Sub_Saharan_Africa	2	1	0	1	132.2505091
Sub_Saharan_Africa	2	1	0	2	125.8765183
Sub_Saharan_Africa	2	1	0	3	127.6837067
Sub_Saharan_Africa	2	1	0	4	93.69190489
Sub_Saharan_Africa	2	1	0	5	44.03499571
Sub_Saharan_Africa	2	1	0	6	40.66957788
Sub_Saharan_Africa	2	1	0	7	43.78725908
Sub_Saharan_Africa	2	1	0	8	43.89617812
Sub_Saharan_Africa	2	1	0	9	62.45059429
Sub_Saharan_Africa	2	1	0	10	69.8825822
Sub_Saharan_Africa	2	1	0	11	68.54200197
Sub_Saharan_Africa	2	1	0	12	64.31045071
Sub_Saharan_Africa	2	1	0	13	67.70434857
Sub_Saharan_Africa	2	1	0	14	138.3478586
Sub_Saharan_Africa	2	1	0	15	102.0535783
Sub_Saharan_Africa	2	1	0	16	129.5716321
Sub_Saharan_Africa	2	1	0	17	210.059875
Sub_Saharan_Africa	2	1	0	18	357.6178826
Sub_Saharan_Africa	2	1	0	19	394.6695123
Sub_Saharan_Africa	2	1	0	20	492.1422299
Sub_Saharan_Africa	2	1	0	21	590.9224855
Sub_Saharan_Africa	2	1	0	22	482.3528528
Sub_Saharan_Africa	2	1	0	23	444.9470545
Sub_Saharan_Africa	2	1	0	24	465.7864896
Sub_Saharan_Africa	2	1	0	25	404.0368688
Sub_Saharan_Africa	2	1	0	26	362.6106966
Sub_Saharan_Africa	2	1	0	27	345.3792321
Sub_Saharan_Africa	2	1	0	28	306.6357787
Sub_Saharan_Africa	2	1	0	29	224.2002461
Sub_Saharan_Africa	2	1	0	30	195.0147446
Sub_Saharan_Africa	2	1	0	31	180.8083967
Sub_Saharan_Africa	2	1	0	32	150.0858178
Sub_Saharan_Africa	2	1	0	33	144.8090576
Sub_Saharan_Africa	2	1	0	34	151.9992182
Sub_Saharan_Africa	2	1	0	35	126.3404766
Sub_Saharan_Africa	2	1	0	36	116.8386038
Sub_Saharan_Africa	2	1	0	37	110.0733032
Sub_Saharan_Africa	2	1	0	38	90.78945067
Sub_Saharan_Africa	2	1	0	39	87.13313339
Sub_Saharan_Africa	2	1	0	40	62.28380974
Sub_Saharan_Africa	2	1	0	41	56.22458471
Sub_Saharan_Africa	2	1	0	42	51.3357321
Sub_Saharan_Africa	2	1	0	43	42.72356331
Sub_Saharan_Africa	2	1	0	44	35.74363215
Sub_Saharan_Africa	2	1	0	45	32.5167269
Sub_Saharan_Africa	2	1	0	46	32.72033326
Sub_Saharan_Africa	2	1	0	47	29.20834865
Sub_Saharan_Africa	2	1	0	48	29.3867048
Sub_Saharan_Africa	2	1	0	49	38.90620257
Sub_Saharan_Africa	2	1	0	50	27.10324163
Sub_Saharan_Africa	2	1	0	51	28.66121333
Sub_Saharan_Africa	2	1	0	52	24.67443883
Sub_Saharan_Africa	2	1	0	53	25.75420281
Sub_Saharan_Africa	2	1	0	54	15.12835491
Sub_Saharan_Africa	2	1	0	55	12.20513287
Sub_Saharan_Africa	2	1	0	56	11.8972748
Sub_Saharan_Africa	2	1	0	57	10.61777655
Sub_Saharan_Africa	2	1	0	58	10.43822583
Sub_Saharan_Africa	2	1	0	59	5.86615104
Sub_Saharan_Africa	2	1	0	60	6.911279161
Sub_Saharan_Africa	2	1	0	61	4.626336339
Sub_Saharan_Africa	2	1	0	62	3.768688935
Sub_Saharan_Africa	2	1	0	63	7.945555164
Sub_Saharan_Africa	2	1	0	64	10.07019915
Sub_Saharan_Africa	2	1	0	65	4.20648808
Sub_Saharan_Africa	2	1	0	66	6.340387638
Sub_Saharan_Africa	2	1	0	67	5.237422928
Sub_Saharan_Africa	2	1	0	68	4.413644633
Sub_Saharan_Africa	2	1	0	69	1.713467989
Sub_Saharan_Africa	2	1	0	70	1.388568432
Sub_Saharan_Africa	2	1	0	71	1.688616307
Sub_Saharan_Africa	2	1	0	72	2.066449361
Sub_Saharan_Africa	2	1	0	73	1.17771732
Sub_Saharan_Africa	2	1	0	74	1.566303687
Sub_Saharan_Africa	2	1	0	75	2.556456009
Sub_Saharan_Africa	2	1	0	76	1.974051354
Sub_Saharan_Africa	2	1	0	77	2.21225962
Sub_Saharan_Africa	2	1	0	78	1.76538183
Sub_Saharan_Africa	2	1	0	79	1.122714921
Sub_Saharan_Africa	2	1	0	80	0.742941887
Sub_Saharan_Africa	2	1	0	81	0.562873758
Sub_Saharan_Africa	2	1	0	82	0.506898695
Sub_Saharan_Africa	2	1	0	83	0.42986157
Sub_Saharan_Africa	2	1	0	84	0.291813038
Sub_Saharan_Africa	2	1	0	85	2.152423918
Sub_Saharan_Africa	2	1	0	86	1.708173238
Sub_Saharan_Africa	2	1	0	87	2.620642896
Sub_Saharan_Africa	2	1	0	88	2.42328551
Sub_Saharan_Africa	2	1	0	89	6.171033396
Sub_Saharan_Africa	2	1	0	90	0
Sub_Saharan_Africa	2	1	0	91	0
Sub_Saharan_Africa	2	1	0	92	0
Sub_Saharan_Africa	2	1	0	93	0
Sub_Saharan_Africa	2	1	0	94	0
Sub_Saharan_Africa	2	1	0	95	0
Sub_Saharan_Africa	2	1	0	96	0
Sub_Saharan_Africa	2	1	0	97	0
Sub_Saharan_Africa	2	1	0	98	0
Sub_Saharan_Africa	2	1	0	99	0
Sub_Saharan_Africa	2	1	0	100	0
Sub_Saharan_Africa	2	0	1	0	15.9243268
Sub_Saharan_Africa	2	0	1	1	17.40588827
Sub_Saharan_Africa	2	0	1	2	18.60525924
Sub_Saharan_Africa	2	0	1	3	19.15679427
Sub_Saharan_Africa	2	0	1	4	15.68446767
Sub_Saharan_Africa	2	0	1	5	23.03945292
Sub_Saharan_Africa	2	0	1	6	19.89496197
Sub_Saharan_Africa	2	0	1	7	23.39058145
Sub_Saharan_Africa	2	0	1	8	25.0720303
Sub_Saharan_Africa	2	0	1	9	42.307665
Sub_Saharan_Africa	2	0	1	10	39.83900904
Sub_Saharan_Africa	2	0	1	11	38.82282581
Sub_Saharan_Africa	2	0	1	12	39.54280379
Sub_Saharan_Africa	2	0	1	13	40.33423717
Sub_Saharan_Africa	2	0	1	14	78.12603794
Sub_Saharan_Africa	2	0	1	15	7.262172488
Sub_Saharan_Africa	2	0	1	16	8.314053133
Sub_Saharan_Africa	2	0	1	17	12.16563221
Sub_Saharan_Africa	2	0	1	18	19.11049546
Sub_Saharan_Africa	2	0	1	19	28.41115892
Sub_Saharan_Africa	2	0	1	20	29.06526196
Sub_Saharan_Africa	2	0	1	21	33.25623485
Sub_Saharan_Africa	2	0	1	22	34.10546011
Sub_Saharan_Africa	2	0	1	23	32.36976015
Sub_Saharan_Africa	2	0	1	24	34.16520161
Sub_Saharan_Africa	2	0	1	25	63.9625123
Sub_Saharan_Africa	2	0	1	26	59.04177976
Sub_Saharan_Africa	2	0	1	27	57.18778415
Sub_Saharan_Africa	2	0	1	28	53.69657278
Sub_Saharan_Africa	2	0	1	29	34.1075041
Sub_Saharan_Africa	2	0	1	30	41.39493056
Sub_Saharan_Africa	2	0	1	31	38.95891529
Sub_Saharan_Africa	2	0	1	32	34.64587576
Sub_Saharan_Africa	2	0	1	33	33.34380831
Sub_Saharan_Africa	2	0	1	34	31.60663374
Sub_Saharan_Africa	2	0	1	35	41.29911299
Sub_Saharan_Africa	2	0	1	36	39.89586065
Sub_Saharan_Africa	2	0	1	37	36.07751164
Sub_Saharan_Africa	2	0	1	38	33.84070265
Sub_Saharan_Africa	2	0	1	39	14.94977607
Sub_Saharan_Africa	2	0	1	40	23.51875229
Sub_Saharan_Africa	2	0	1	41	21.05244842
Sub_Saharan_Africa	2	0	1	42	16.78540062
Sub_Saharan_Africa	2	0	1	43	15.47627965
Sub_Saharan_Africa	2	0	1	44	34.87614944
Sub_Saharan_Africa	2	0	1	45	31.47711067
Sub_Saharan_Africa	2	0	1	46	32.23885937
Sub_Saharan_Africa	2	0	1	47	29.88833254
Sub_Saharan_Africa	2	0	1	48	29.40274012
Sub_Saharan_Africa	2	0	1	49	14.66054576
Sub_Saharan_Africa	2	0	1	50	20.88169327
Sub_Saharan_Africa	2	0	1	51	18.26989225
Sub_Saharan_Africa	2	0	1	52	17.99436698
Sub_Saharan_Africa	2	0	1	53	19.00990738
Sub_Saharan_Africa	2	0	1	54	16.15644103
Sub_Saharan_Africa	2	0	1	55	17.09617442
Sub_Saharan_Africa	2	0	1	56	15.25932149
Sub_Saharan_Africa	2	0	1	57	16.10009579
Sub_Saharan_Africa	2	0	1	58	12.50513341
Sub_Saharan_Africa	2	0	1	59	13.89257101
Sub_Saharan_Africa	2	0	1	60	12.00149713
Sub_Saharan_Africa	2	0	1	61	9.828158391
Sub_Saharan_Africa	2	0	1	62	9.645835748
Sub_Saharan_Africa	2	0	1	63	15.08864254
Sub_Saharan_Africa	2	0	1	64	7.749756083
Sub_Saharan_Africa	2	0	1	65	8.525641397
Sub_Saharan_Africa	2	0	1	66	12.55379247
Sub_Saharan_Africa	2	0	1	67	8.066450702
Sub_Saharan_Africa	2	0	1	68	10.24068292
Sub_Saharan_Africa	2	0	1	69	3.547892426
Sub_Saharan_Africa	2	0	1	70	5.9685082
Sub_Saharan_Africa	2	0	1	71	4.773186782
Sub_Saharan_Africa	2	0	1	72	5.430576669
Sub_Saharan_Africa	2	0	1	73	4.4126468
Sub_Saharan_Africa	2	0	1	74	2.999065247
Sub_Saharan_Africa	2	0	1	75	2.539173531
Sub_Saharan_Africa	2	0	1	76	2.659050828
Sub_Saharan_Africa	2	0	1	77	2.180223527
Sub_Saharan_Africa	2	0	1	78	2.785874703
Sub_Saharan_Africa	2	0	1	79	1.766433942
Sub_Saharan_Africa	2	0	1	80	2.419524458
Sub_Saharan_Africa	2	0	1	81	2.095682385
Sub_Saharan_Africa	2	0	1	82	2.108091277
Sub_Saharan_Africa	2	0	1	83	1.197258883
Sub_Saharan_Africa	2	0	1	84	1.854894656
Sub_Saharan_Africa	2	0	1	85	0.412978628
Sub_Saharan_Africa	2	0	1	86	0.559584038
Sub_Saharan_Africa	2	0	1	87	0.486704827
Sub_Saharan_Africa	2	0	1	88	0.370867432
Sub_Saharan_Africa	2	0	1	89	0.318424094
Sub_Saharan_Africa	2	0	1	90	0
Sub_Saharan_Africa	2	0	1	91	0
Sub_Saharan_Africa	2	0	1	92	0
Sub_Saharan_Africa	2	0	1	93	0
Sub_Saharan_Africa	2	0	1	94	0
Sub_Saharan_Africa	2	0	1	95	0
Sub_Saharan_Africa	2	0	1	96	0
Sub_Saharan_Africa	2	0	1	97	0
Sub_Saharan_Africa	2	0	1	98	0
Sub_Saharan_Africa	2	0	1	99	0
Sub_Saharan_Africa	2	0	1	100	0
Sub_Saharan_Africa	2	1	1	0	21.69445119
Sub_Saharan_Africa	2	1	1	1	23.23319754
Sub_Saharan_Africa	2	1	1	2	22.1134424
Sub_Saharan_Africa	2	1	1	3	22.43092145
Sub_Saharan_Africa	2	1	1	4	16.4593887
Sub_Saharan_Africa	2	1	1	5	23.79763598
Sub_Saharan_Africa	2	1	1	6	21.97887826
Sub_Saharan_Africa	2	1	1	7	23.66375278
Sub_Saharan_Africa	2	1	1	8	23.72261541
Sub_Saharan_Africa	2	1	1	9	33.74989564
Sub_Saharan_Africa	2	1	1	10	34.12870294
Sub_Saharan_Africa	2	1	1	11	33.47400096
Sub_Saharan_Africa	2	1	1	12	31.40742942
Sub_Saharan_Africa	2	1	1	13	33.06491442
Sub_Saharan_Africa	2	1	1	14	67.56523328
Sub_Saharan_Africa	2	1	1	15	6.77113531
Sub_Saharan_Africa	2	1	1	16	8.596925926
Sub_Saharan_Africa	2	1	1	17	13.93722651
Sub_Saharan_Africa	2	1	1	18	23.72752737
Sub_Saharan_Africa	2	1	1	19	26.18585958
Sub_Saharan_Africa	2	1	1	20	26.81938702
Sub_Saharan_Africa	2	1	1	21	32.20243635
Sub_Saharan_Africa	2	1	1	22	26.285913
Sub_Saharan_Africa	2	1	1	23	24.24747671
Sub_Saharan_Africa	2	1	1	24	25.3831258
Sub_Saharan_Africa	2	1	1	25	47.14540164
Sub_Saharan_Africa	2	1	1	26	42.31155187
Sub_Saharan_Africa	2	1	1	27	40.3008831
Sub_Saharan_Africa	2	1	1	28	35.78006875
Sub_Saharan_Africa	2	1	1	29	26.16100526
Sub_Saharan_Africa	2	1	1	30	31.35135568
Sub_Saharan_Africa	2	1	1	31	29.06748599
Sub_Saharan_Africa	2	1	1	32	24.12840048
Sub_Saharan_Africa	2	1	1	33	23.28008725
Sub_Saharan_Africa	2	1	1	34	24.43600643
Sub_Saharan_Africa	2	1	1	35	32.52419812
Sub_Saharan_Africa	2	1	1	36	30.07810323
Sub_Saharan_Africa	2	1	1	37	28.33649211
Sub_Saharan_Africa	2	1	1	38	23.37219361
Sub_Saharan_Africa	2	1	1	39	22.43093717
Sub_Saharan_Africa	2	1	1	40	39.85362745
Sub_Saharan_Africa	2	1	1	41	35.97650275
Sub_Saharan_Africa	2	1	1	42	32.84826588
Sub_Saharan_Africa	2	1	1	43	27.33758553
Sub_Saharan_Africa	2	1	1	44	22.87132732
Sub_Saharan_Africa	2	1	1	45	20.18720177
Sub_Saharan_Africa	2	1	1	46	20.31360572
Sub_Saharan_Africa	2	1	1	47	18.13327736
Sub_Saharan_Africa	2	1	1	48	18.24400534
Sub_Saharan_Africa	2	1	1	49	24.15394894
Sub_Saharan_Africa	2	1	1	50	28.52293524
Sub_Saharan_Africa	2	1	1	51	30.16251499
Sub_Saharan_Africa	2	1	1	52	25.96690944
Sub_Saharan_Africa	2	1	1	53	27.10323248
Sub_Saharan_Africa	2	1	1	54	15.92079255
Sub_Saharan_Africa	2	1	1	55	18.00757308
Sub_Saharan_Africa	2	1	1	56	17.55335626
Sub_Saharan_Africa	2	1	1	57	15.66557196
Sub_Saharan_Africa	2	1	1	58	15.40066106
Sub_Saharan_Africa	2	1	1	59	8.654976945
Sub_Saharan_Africa	2	1	1	60	10.18504297
Sub_Saharan_Africa	2	1	1	61	6.817758815
Sub_Saharan_Africa	2	1	1	62	5.553857378
Sub_Saharan_Africa	2	1	1	63	11.70923919
Sub_Saharan_Africa	2	1	1	64	14.84029348
Sub_Saharan_Africa	2	1	1	65	12.48801149
Sub_Saharan_Africa	2	1	1	66	18.8230258
Sub_Saharan_Africa	2	1	1	67	15.54859932
Sub_Saharan_Africa	2	1	1	68	13.10300751
Sub_Saharan_Africa	2	1	1	69	5.086858092
Sub_Saharan_Africa	2	1	1	70	5.472593234
Sub_Saharan_Africa	2	1	1	71	6.655134855
Sub_Saharan_Africa	2	1	1	72	8.144241598
Sub_Saharan_Africa	2	1	1	73	4.64159179
Sub_Saharan_Africa	2	1	1	74	6.173079237
Sub_Saharan_Africa	2	1	1	75	4.857266418
Sub_Saharan_Africa	2	1	1	76	3.750697572
Sub_Saharan_Africa	2	1	1	77	4.203293278
Sub_Saharan_Africa	2	1	1	78	3.354225477
Sub_Saharan_Africa	2	1	1	79	2.13315835
Sub_Saharan_Africa	2	1	1	80	3.46706214
Sub_Saharan_Africa	2	1	1	81	2.626744203
Sub_Saharan_Africa	2	1	1	82	2.365527245
Sub_Saharan_Africa	2	1	1	83	2.006020661
Sub_Saharan_Africa	2	1	1	84	1.361794179
Sub_Saharan_Africa	2	1	1	85	0.717474639
Sub_Saharan_Africa	2	1	1	86	0.569391079
Sub_Saharan_Africa	2	1	1	87	0.873547632
Sub_Saharan_Africa	2	1	1	88	0.807761837
Sub_Saharan_Africa	2	1	1	89	2.057011132
Sub_Saharan_Africa	2	1	1	90	0
Sub_Saharan_Africa	2	1	1	91	0
Sub_Saharan_Africa	2	1	1	92	0
Sub_Saharan_Africa	2	1	1	93	0
Sub_Saharan_Africa	2	1	1	94	0
Sub_Saharan_Africa	2	1	1	95	0
Sub_Saharan_Africa	2	1	1	96	0
Sub_Saharan_Africa	2	1	1	97	0
Sub_Saharan_Africa	2	1	1	98	0
Sub_Saharan_Africa	2	1	1	99	0
Sub_Saharan_Africa	2	1	1	100	0
China	3	0	0	0	34.74722872
China	3	0	0	1	34.96014516
China	3	0	0	2	33.9387923
China	3	0	0	3	34.34632708
China	3	0	0	4	27.42564124
China	3	0	0	5	11.97344273
China	3	0	0	6	10.03903937
China	3	0	0	7	10.991591
China	3	0	0	8	12.11631939
China	3	0	0	9	18.39569966
China	3	0	0	10	20.12847337
China	3	0	0	11	21.00786501
China	3	0	0	12	20.91683241
China	3	0	0	13	21.43328678
China	3	0	0	14	48.56571287
China	3	0	0	15	310.2298191
China	3	0	0	16	369.6510433
China	3	0	0	17	604.638111
China	3	0	0	18	1010.440127
China	3	0	0	19	1487.182902
China	3	0	0	20	1871.061951
China	3	0	0	21	2156.98385
China	3	0	0	22	2154.490395
China	3	0	0	23	1959.740759
China	3	0	0	24	479.7171267
China	3	0	0	25	422.2445181
China	3	0	0	26	394.1115516
China	3	0	0	27	375.4426887
China	3	0	0	28	348.0273371
China	3	0	0	29	223.4382387
China	3	0	0	30	191.2701374
China	3	0	0	31	179.2598246
China	3	0	0	32	158.1190801
China	3	0	0	33	151.2181851
China	3	0	0	34	78.63908169
China	3	0	0	35	65.24802125
China	3	0	0	36	63.08631303
China	3	0	0	37	56.89915362
China	3	0	0	38	54.65619618
China	3	0	0	39	24.08158886
China	3	0	0	40	15.15668056
China	3	0	0	41	13.62856298
China	3	0	0	42	12.30507181
China	3	0	0	43	10.19723529
China	3	0	0	44	22.69189105
China	3	0	0	45	21.23716413
China	3	0	0	46	21.4186688
China	3	0	0	47	20.471392
China	3	0	0	48	20.19260802
China	3	0	0	49	10.42977963
China	3	0	0	50	8.806800701
China	3	0	0	51	7.893554293
China	3	0	0	52	7.503951646
China	3	0	0	53	8.184786481
China	3	0	0	54	6.995563139
China	3	0	0	55	5.157533552
China	3	0	0	56	4.834581419
China	3	0	0	57	5.044034863
China	3	0	0	58	3.985952201
China	3	0	0	59	4.387245622
China	3	0	0	60	3.775297351
China	3	0	0	61	3.417585487
China	3	0	0	62	2.968895652
China	3	0	0	63	5.156434586
China	3	0	0	64	2.465370795
China	3	0	0	65	1.404239453
China	3	0	0	66	2.05978332
China	3	0	0	67	1.396165723
China	3	0	0	68	1.527930959
China	3	0	0	69	0.713488023
China	3	0	0	70	0.81039272
China	3	0	0	71	0.806569576
China	3	0	0	72	0.7776459
China	3	0	0	73	0.610129321
China	3	0	0	74	0.453841385
China	3	0	0	75	0.737733396
China	3	0	0	76	0.699885807
China	3	0	0	77	0.608200608
China	3	0	0	78	0.721258484
China	3	0	0	79	0.477011231
China	3	0	0	80	0.270067657
China	3	0	0	81	0.211719314
China	3	0	0	82	0.252844901
China	3	0	0	83	0.15413682
China	3	0	0	84	0.240672817
China	3	0	0	85	0.742795424
China	3	0	0	86	1.034246749
China	3	0	0	87	0.802047639
China	3	0	0	88	0.841926929
China	3	0	0	89	0.464963166
China	3	0	0	90	0
China	3	0	0	91	0
China	3	0	0	92	0
China	3	0	0	93	0
China	3	0	0	94	0
China	3	0	0	95	0
China	3	0	0	96	0
China	3	0	0	97	0
China	3	0	0	98	0
China	3	0	0	99	0
China	3	0	0	100	0
China	3	1	0	0	49.34627463
China	3	1	0	1	44.75552275
China	3	1	0	2	41.85298558
China	3	1	0	3	43.05252468
China	3	1	0	4	27.82537388
China	3	1	0	5	12.95403906
China	3	1	0	6	12.70766398
China	3	1	0	7	12.60280501
China	3	1	0	8	11.76067121
China	3	1	0	9	14.11323349
China	3	1	0	10	15.81156989
China	3	1	0	11	16.15090848
China	3	1	0	12	15.66308797
China	3	1	0	13	17.87844491
China	3	1	0	14	45.15627164
China	3	1	0	15	295.008349
China	3	1	0	16	387.409564
China	3	1	0	17	745.5887615
China	3	1	0	18	1296.175732
China	3	1	0	19	1453.400421
China	3	1	0	20	1924.4639
China	3	1	0	21	2300.504558
China	3	1	0	22	1670.459267
China	3	1	0	23	1425.322768
China	3	1	0	24	350.4034392
China	3	1	0	25	303.0576951
China	3	1	0	26	270.123086
China	3	1	0	27	251.6312246
China	3	1	0	28	223.7385167
China	3	1	0	29	163.1430805
China	3	1	0	30	141.0911017
China	3	1	0	31	132.0672383
China	3	1	0	32	109.5188756
China	3	1	0	33	103.9608258
China	3	1	0	34	61.2431579
China	3	1	0	35	50.81758347
China	3	1	0	36	47.65954859
China	3	1	0	37	45.66381524
China	3	1	0	38	37.04202026
China	3	1	0	39	35.5606587
China	3	1	0	40	24.71573084
China	3	1	0	41	23.35745359
China	3	1	0	42	20.65443996
China	3	1	0	43	18.25427721
China	3	1	0	44	14.25437006
China	3	1	0	45	13.27188054
China	3	1	0	46	12.60485052
China	3	1	0	47	11.68019908
China	3	1	0	48	12.08060042
